,Band name,Country of origin,Location,Status,Formed in,Years active,Genre,Lyrical themes,Current/Last label,Discography,Country code,Spotify ID
569,Rancid,United States,"Choctaw, Oklahoma",Changed name,2013,"2013-2015, 2015-2016 (as Bone Shard), 2016-present (as Mental Dissonance)","Death Metal, Goregrind","Gore, Violence",Unsigned/independent,"['Rehearsal 27', 'Cerebral Prolapse', 'Rancid / Šuga', 'The End Is Near! 6 Way Split!']",US,
570,Rancid,United States,"Dallas, Texas",Split-up,,,"Thrash Metal, punk, rap rock, ska, ska punk, skate punk",,I Hate Records,['Rancid'],US,6xTk3EK5T9UzudENVvu9YB
571,Rancid,United States,"Flint, Michigan",Split-up,,,"Thrash Metal, Crossover",,Unsigned/independent,['Demo 1985'],US,
572,Rancid Amputation,Portugal,,Active,,,Death Metal,,Morbid Chapel Records,"['Demo I', 'Vile Human Taste']",PT,
573,Rancid Cadaver,United Kingdom,"Glasgow, Scotland",Active,2021,2021-present,Death Metal,,Unsigned/independent,['Flesh Monstrosity'],GB,
574,Rancid Christ,United States,Rhode Island,Split-up,1992,1992-?,Death Metal,"Blasphemy, Anti-Christian, Evil",Rancid,['Baptized in Blasphemy'],US,
575,Rancid Crisis,Chile,,Active,,,"Death, Thrash Metal",,Contact Records,['Rancid Crisis'],CL,
576,Rancid Decay,United States,"Baltimore, Maryland",Split-up,1985,1985-1989,"Thrash Metal, Crossover","Death, Fighting, Violence, Pain",Outlaw Recordings,"['Decaying Stench', 'Rancid Decay - Live at Hung Jury Pub', 'You Had to Be Eliminated Because You Were Breathing Our Air', 'Sad Reality', 'Rancid Decay / Mr. Bungle', '1988 Demo', 'Presumed Dead']",US,
577,Rancid Entity,United Kingdom,"Leeds, West Yorkshire, England",Split-up,2010,2010-2012,Black Metal,"Satan, Death, Depression, War",Depressive Illusions Records,"['Demo', 'Demo II', 'Nekrohatred: Unreleased Rare Tracks', 'Rehearsal Tape', 'Satanic Oath: The Best of Rancid Entity']",GB,
578,Rancid Flesh,Brazil,"Fortaleza, Ceará / Natal, Rio Grande do Norte",Active,2009,2009-present,Goregrind,"Gore, Putridity, Terror, Putrefaction",Unsigned/independent,"['Criminal Dismemberment of Cadavers / Untitled', 'Festering Gore... Repulsive Stench', 'Rancid Flesh / Fleischwald', 'Days of Morgue', 'Rancid Flesh / Pankreatite Necro Hemorragica', 'Rancid Flesh / Triturador / Industrial Noise', '6 Way - Zombified Humanity', 'Pathological Zombie Carnage', 'Hyperemesis / Rancid Flesh', 'Post Mortem Self Digestion / Untitled', 'The Sick Art ... Some Lessons of Pathology', 'Among the Living...Dead', 'Solitary Rot']",BR,
579,Rancid Guts,United States,"Richmond, Virginia",Split-up,2011,2011-?,"Death Metal, Grindcore","Gore, Porn, Racism",Unsigned/independent,['Rancid Guts'],US,
580,Rancid Nut Sauce,United States,"Gibsonburg, Ohio",Unknown,2008,2008-?,Brutal Death Metal,"Gore, Perversion, Murder",Unsigned/independent,['Devouring the Innards'],US,
581,Rancid Pus,Denmark,"Glamsbjerg, Syddanmark",Active,2020,2020-present,"Goregrind, Death Metal",,Unsigned/independent,['Demo'],DK,
582,Rancid Rimjob Rampage,Germany,"Oberhausen, North Rhine-Westphalia",Active,2014,2014-present,Blackened Post-Metal,,Unsigned/independent,"['The Radiance of a Thousand Suns', 'Hopeless', 'Homicide Heals Mother Nature']",DE,
583,Rancid Skull,United Kingdom,"Southend-on-Sea, Essex, England",Active,2017,2017-present,Thrash Metal,"Religion, Suicide, Apocalypse, War",Unsigned/independent,"['Catharsis', 'The Walls of Eternity']",GB,
584,Rancid Taint Discharge,Finland,"Turku, Varsinais-Suomi",Active,2016,2016-present,Brutal Death Metal,Violence,Hovel Records,['Taste the Love'],FI,
585,Rancidectomy,Slovakia,"Bratislava, Bratislava",Split-up,2006,2006-?,"Death Metal, Goregrind","Hospital themes, Surgical disasters, Society",Unsigned/independent,"['Surgical Cuts and Many Other Tales from the Cold Hell', ""We Don't Need Weapons to Blast Your Head Off""]",SK,
586,Rancidfication,United States,"Phoenix, Arizona",Active,,,"Death Metal, Grindcore",,Unsigned/independent,"['Rancidification', 'Asphyxiant / Rancidfication']",US,
587,Rancilaga,Indonesia,"Sumedang, West Java",Active,2014,2014-present,"Black, Death Metal",,Unsigned/independent,['Akhir Jaman'],ID,
588,RanCoffin,United States,"New Orleans, Louisiana",Active,2019,2019-present,"Black Metal, Crust Punk",,Unsigned/independent,"['Demo', 'Femme Vampirique', 'Retour A La Racine', ""Le sens de l'extinction humaine"", 'Coronavirus', 'Demo 2', 'Tombe éternelle', 'Épouvantable', ""Au\u200b-\u200bdessous dans l'enfer gelé"", 'Consumed by Death', 'Musée de la société défaillante', 'Le grand déluge de péchés', 'Lost Songs', 'Obscurite Depreimee']",US,
589,Rancor,Australia,"Boronia, Melbourne, Victoria",Split-up,1997,"1990-1997 (as Threshold), 1997-1999",Brutal Death Metal,"Gore, Murder, Necrophilia, Rape",Unsigned/independent,['Rancor'],AU,
590,Rancor,Spain,"Madrid, Community of Madrid",Active,1998,1998-present,Thrash Metal,"Death, Violence, Corruption, Destruction, Horror",Xtreem Music,"['Death Collector', 'Live into Desperation', 'Death Is Everywhere', 'Release the Rancor', 'Raining Bombs', 'Dark Future', 'Evilization', 'Bury the World']",ES,4VOsFRTXZ70Pn8JpCTdcmg
591,Rancor,United States,"North Royalton, Ohio",Split-up,1995,1995-1996,Death Metal,"Anti-religion, Death, Evil, Insanity, Killing",Unsigned/independent,"['No Time for Religion...', 'With Malice Towards All']",US,
592,Rancor,Belgium,Limburg,Split-up,1995,1995-?,"Hardcore, Death, Thrash Metal, h8000",,Lifeforce Records,"['Out of the Cages', 'Distinguish']",BE,36QwjPoUK7TbrUvs0Tnzax
593,Rancor,United States,"Spokane, Washington",Split-up,,,"Thrash, Heavy Metal",,Unsigned/independent,"['Trial by Error', 'Live: Stronger than All Defiance']",US,
594,Rancor Profundo,United Kingdom,"Glasgow, Scotland",Active,2008,2008-present,Black Metal,"Satano-Atheism, Abyssic mental horror, Psychoanalysis and moral castration",Clan Destine Records,"['Rancor Profundo', 'Heretic Thirst']",GB,
595,Rancorous,United States,"Indianapolis, Indiana",Active,2021,2021-present,Brutal Death Metal,Gore,Unsigned/independent,['Human Vivsect Putrefaction'],US,
596,Rancorous,United States,"Boston, Massachusetts",Active,2017,2017-present,"Black, Death, Thrash Metal",Death,Unsigned/independent,"['Into the Nuclear Fire', 'Stealth Dominion', 'Vultures Will Gather']",US,
597,Rancorous,Thailand,Pathumthani,Unknown,2001,2001-?,"Neoclassical, Death Metal","Myths, Epic themes",I Scream Music,"['A Battle of Wills', 'In the Circle of Throne', 'Infernal Coldness']",TH,
598,Rancorum,Romania,Bucharest,Active,2014,2014-present,Death Metal,"Society, Religion, Politics, Philosophy, Death, Abjection",Loud Rage Music,['The Vermin Shrine'],RO,
599,Rancour,Russia,St. Petersburg,Active,1997,1997-present,Raw Black Metal,"Evil, Darkness, Misanthropy, Death",Unsigned/independent,"['Hatred', 'Promo 1999', 'Unrealized Tracks', 'Раскол / Notice on Death', 'Смерть жизни поперёк войной', 'Чёрное', 'Злоадская пыль', 'Hatred / Чёрное', 'Когда ненависть зовёт', 'На цепи', 'Прямо в сердце', 'Раскалённые кресты', 'Лишь боль', 'В пространстве', 'Recvium invertus', 'Тайной молитвой', 'Кутерьма / Rancour', 'Стоны', 'Душа ворона', 'Там', 'Split MMXIII', 'Revelations of Chaos', 'Beyond Reality', 'Black Metal Union', 'Before the Blade Freedom', 'Deepred', 'Undermoon', 'Отречение, опустошение, смерть', 'Box-set', 'Death in the Beginning', 'Spiritual Satanic Universe']",,
600,Randagi,Italy,"Naples, Campania",Active,1987,"1987-1992, 2008, 2015-present",Thrash Metal,"Society, Politics,",Helter Skelter Records,"['Tellurica', 'Hard States of Conciousness', 'Seismic Area']",IT,
601,Randalica,Germany,"Dortmund, North Rhine-Westphalia",Split-up,1993,1993-?,Heavy Metal,"Rampage, Soccer",Steamhammer,"['Tote auffe Tanzfläche', 'Tote Tore Sintflut Potent', ""Knast, Tod oder Rock 'n' Roll""]",DE,
602,Randall Flagg,United States,"Jersey City, New Jersey",Unknown,1999,1999-?,"Death Metal, Hardcore",,Krow King,"['Issue #1', 'Warning: Contains Audio']",US,
603,Randall Flagg,Italy,"Naples, Campania",Split-up,1986,1986-1990,Thrash Metal,Social,Unsigned/independent,['Exogini'],IT,
604,Randall Flagg,United States,"Bay Area, California",Split-up,,,Progressive Power Metal,,Unsigned/independent,[],US,
605,Randall Frost Project,United States,"Matawan, New Jersey",Changed name,,"?-1999, 1999-? (as Speeed)",Groove Metal,,Unsigned/independent,['Randall Frost Project'],US,
606,Randast,Poland,"Dąbrowa Górnicza, Silesia",Unknown,2012,2012-?,"Heavy, Thrash Metal",,Unsigned/independent,['Red Side of the Force'],PL,
607,Randir,Germany,"Gerolstein, Rhineland-Palatinate",Unknown,2007,2007-?,"Folk, Black Metal",,Unsigned/independent,['Kampfes Lohn'],DE,
608,Random,Netherlands,"Gorinchem, South Holland",Split-up,,,Heavy Metal,,Unsigned/independent,"[""Knocking on Doors / Stars Won't Freeze"", 'Random', 'Demo', ""The Payback's a Bitch"", 'Shout It Out']",NL,
609,Random,Italy,"Rome, Lazio",Split-up,,,Heavy Metal,,Unsigned/independent,['Random'],IT,
610,Random,Germany,"Wuppertal, North Rhine-Westphalia",Active,1983,1983-present,"Heavy Metal, Hard Rock",,Blueline,"[""We'll Be with You"", 'Heavy Roll', 'Randomised', 'Body Games', 'Hate Us', 'Lady', 'Homeless', 'Sex', 'Reloaded', 'Midnight Rock and Roller']",DE,
611,Random Acts of Violence,United States,"Boston, Massachusetts",Split-up,1999,1999-2007,Thrash Metal with Punk influences,,Hamfist,"['Unleashing', 'Cathartes Aura']",US,
612,Random Allusion,United States,"El Paso, Texas & Ciudad Juarez (Mexico)",Active,2004,2004-present,Experimental Progressive Metal,,Unsigned/independent,"['The Empty Paradise', 'Dead Saints']",US,
613,Random Black,United Kingdom,"Essex, England",Split-up,1979,1979-1985,"NWOBHM, Heavy Metal",,Unsigned/independent,"['Demo', 'Vanishing Point', 'Demo III', 'Under the Cross']",GB,
614,Random Conflict,United States,"Huntsville, Alabama",Active,1988,"1988-1993, 1996-present","Thrash Metal, Hardcore, Crossover",,Stik Man Records,"['Defying the Megadread', 'Psychotronic Mecca', 'The Sock', 'Shadows of Existence', 'Internal Visions', 'Random Conflict / Anti-Crisis', 'New World Order', 'This Is Florence: A 603 Project', 'Annihilation Generation', 'Invisible City', 'Tradition Is The Enemy', 'Commonwealth Of American Natives / Random Conflict', 'Black List', 'Ruin-Nation']",US,
615,Random Damage,Canada,"Vancouver, British Columbia",Active,1994,1994-present,Thrash Metal,,Unsigned/independent,"['Random Damage', 'Human Flytrap']",CA,
616,Random Damage,United States,"San Diego, California",Split-up,,,"Progressive Heavy, Thrash Metal",,Unsigned/independent,['Descending World'],US,
617,Random Disfigurement,United States,"Council Bluffs, Iowa",Unknown,2002,2002-?,"Death Metal, Grindcore",,Unsigned/independent,['Demo'],US,
618,Random Draw,United States,"Philadelphia, Pennsylvania",Split-up,1988,1988-1990,"Thrash Metal, Crossover",,Unsigned/independent,['Fits of Anger'],US,
619,Random Eyes,Finland,"Jyväskylä, Keski-Suomi",Active,1999,1999-present,"Melodic Heavy Metal, Rock",Christianity,Rock'N'Growl Records,"['Eyes Ablaze', 'Living for Tomorrow', 'Living for Tomorrow', 'Invisible', 'Light Up', 'Grieve No More', 'Divide Et Impera']",FI,
620,Random Hatred,Guatemala,"Guatemala City, Guatemala",Active,2010,2010-present,"Thrash, Groove Metal",,Unsigned/independent,['RH Demo'],GT,
621,Random Mullet,Finland,"Oulu, Pohjois-Pohjanmaa",Active,2004,2004-present,"Technical, Progressive Metal",,Unsigned/independent,"['Lifeless', 'Infection', 'Remission', 'Capturing Moments']",FI,
622,Random Raiders,Sweden,"Uppsala, Uppsala",Changed name,2002,"2002-2004, 2004-2015 (as In Solitude)",Heavy Metal,,Unsigned/independent,['Warm Night in Hell'],SE,
623,Random Revenge,Colombia,"Bogota / Facatativá, Cundinamarca",Active,2012,2012-present,"Thrash, Heavy Metal","Violence, Serial killers, War",Unsigned/independent,"['Justice of Chaos', 'Imparting Justice Live', 'In Presence of Darkness', 'Army of Hate']",CO,
624,Random Riot,Sweden,"Kalmar, Kalmar",On hold,2000,2000-2008,Heavy Metal,,Unsigned/independent,"['Dreamworld', 'Paranoid', 'Our Generation', 'Time Freeze']",SE,
625,Random Violence,Australia,"Melbourne, Victoria",On hold,1995,"1993-1995 (as Decimation), 1995-present","Brutal Death, Thrash Metal","Death, Killing, Terrorism",Unsigned/independent,"['Summoned to Slay', 'Chamber of Horror', 'Summoned to Slay / The Mission of Death', 'Delivered unto Pain']",AU,
626,Randomize Timer,France,"Anduze, Occitanie",Split-up,1990,1990-?,Thrash Metal,"Social themes, Nuclear war",Unsigned/independent,"['Randomize Timer', 'Randomize Timer II']",FR,
627,Randomorder,Australia,"Hobart, Tasmania",Split-up,2007,2007-2016,Thrash Metal,,EBM Records,"['Demo 2009', 'Demo 2010', 'The Forbidden Knowledge', 'States of Decay', 'Doomsday']",AU,
628,RandomWalk,Greece,"Athens, Attica",Active,2005,2005-present,"Gothic Metal, Metalcore",,Unsigned/independent,"['Redemption', 'Absolution', 'Declaration']",GR,7DqHl4Il0Eh8ZqJSJnH2uj
629,Randy,Denmark,"Randers, Midtjylland",Changed name,1981,"1981-1982 (as Grandy), 1982-1993, 1993-? (as Slip 'n' Slide)",Heavy Metal,"Life, Love",Unsigned/independent,"['Shadows Are Falling', 'Demo', 'End of the Rainbow', 'Randy', 'The Complete Anthology', ""Rock 'n' Roll Symphony"", 'Live Tape 1984']",DK,
630,Randy Blair,United States,"Houston, Texas",Unknown,,,"Symphonic, Progressive Metal",Instrumental,Unsigned/independent,"['Zenkusen', 'Conspicuous Creation', '#3']",US,
631,Randy Chapman,United States,"Orlando, Florida",Active,,,Heavy Metal,,Blackdog Records,"['No One Gets Out Alive', 'One Foot in the Grave', 'Till Death Do Us Part', 'Cursed', 'All Men Are Created Evil']",US,
632,Randy Pevler,United States,"Valley Vilage, California",Active,,,"Shred, Heavy Metal, Hard Rock",Instrumental,Leg Burn,"['Back When I Was Sane', 'Inside Looking Out', 'Chrome', 'Directions']",US,
633,Randy Tri,United States,Oregon,Split-up,1994,1994-?,Heavy Metal,"Love, Sorrow",Unsigned/independent,"['Tình ca rock buồn', 'Niềm khúc cuối']",US,
634,Randy Uchida Group,Japan,Tokyo,Split-up,,,Heavy Metal,,Dogma Records,['Deathly Fighter'],JP,
635,Rangda,Italy,"Turin, Piedmont",Split-up,1996,1996-?,"Black, Gothic Metal",,Unsigned/independent,[],IT,
636,Range of Mutilated,Indonesia,"Mojokerto, East Java",Active,2004,2004-present,Brutal Death Metal,"Death, Gore, Mutilation",Waar Productions,"['Beheaded or Melted', 'Depraved', 'Post Traumatic Perish']",ID,
637,Ranger,Finland,"Helsinki, Uusimaa",Active,2009,"2008-2009 (as Turbin), 2009-present","Speed Metal, black speed metal, new wave of speed metal","War, Evil, Metal",Unsigned/independent,"['Enter the Zone', 'Ranger', 'Combat Metal', 'Knights of Darkness', 'Shock Skull', 'Skull Splitting Metal!', 'Storm of Power', 'Where Evil Dwells', 'Lethal Force', 'Speed & Violence', 'Insurgency']",FI,6WECHMdsJpfiEEcePiB7M3
638,Ranger,Brazil,"Barueri, São Paulo",Split-up,1987,1987-1990,Heavy Metal,,Unsigned/independent,"['SSS', 'The Round Table']",BR,
639,Rangeride,Russia,Moscow,Active,2013,2013-present,Melodic Death Metal,,Grailight Productions,"['Images of Emotions I', '515: Music for Deep Relaxation']",,1rWCBCWDiWEKBUfwz3gUq4
640,Rangkor,United States,"San Jose, California",Active,,,Thrash Metal with Hardcore influences,,Unsigned/independent,['The Eyeless Demo'],US,
641,Rango Percentil,Venezuela,"Barquisimeto, Lara",Active,2009,2009-present,Heavy Metal,,Unsigned/independent,['No temeré'],,
642,Rank and Vile,United States,"Portland, Oregon",Active,2018,2018-present,"Grindcore, Powerviolence, Death Metal","Society, Ignorance, Despotism",Unsigned/independent,"['Chameleon Bastard.', 'Redistribution of Flesh.', 'Oxycretin']",US,
643,Rankatoko,Brazil,"São Paulo, São Paulo",Active,,,"Thrash Metal, Hardcore",,Unsigned/independent,['Indigesto'],BR,3q76BKhFDpRkqkt1C1EHDY
644,Rankelson,United Kingdom,"Cardiff, South Glamorgan, Wales",Active,1984,"1984-1988, 2019-present","NWOBHM, Heavy Metal, Hard Rock","Sex, Rock",Unsigned/independent,"['Hungry for Blood', ""The Bastards of Rock 'n' Roll""]",GB,
645,Rankken,France,"Sézanne, Grand Est",Active,2011,2011-present,Thrash Metal,Evil,Unsigned/independent,"['Dark Messiah', 'History of Violence']",FR,4V2QhuaEZ6FIMlG6bxE02q
646,Rankkuri,Finland,"Helsinki, Uusimaa",Changed name,2002,"2002-2020, 2020-present (as RNKR)","Thrash, Black Metal, Punk","Mental disorders, Anti-capitalism, Anti-racism",Unsigned/independent,"['Koira haudattuna', 'Haavi auki', 'Sormet poikki ja vitusti turpaan', 'Pahuus MMXIII']",FI,1SJAkjaBGbO87vI6DXv07T
647,Rankojat,Finland,"Helsinki, Uusimaa",Active,,,"Thrash, Heavy Metal",,Unsigned/independent,['Saapuminen'],FI,
648,Rankor,Germany,"Wiesbaden, Hesse",Split-up,2004,2004-?,"Heavy, Thrash Metal","Life, Fate, Relations",Unsigned/independent,['Demo'],DE,
649,Rankor,Poland,"Karpacz, Lower Silesia",Split-up,2000,2000-?,"Heavy, Power Metal","Life, Death",Unsigned/independent,['Language of the Mad'],PL,
650,Rankwaste,Australia,,Unknown,2008,2008-?,"Thrash Metal, Hardcore Punk",,Fluff Records Australia,['Demo'],AU,
651,Rann,Poland,"Leszno, Greater Poland",Split-up,2002,2002-2005,"Thrash Metal, Hardcore",,Unsigned/independent,['Ostatnie Tchnienie'],PL,
652,Rannoch,United Kingdom,"Midlands, England",Active,2004,2004-present,"Progressive Death Metal, british death metal, progressive death metal","Heathenism, Religion, Shamanism, Despair",Unsigned/independent,"['Talamh Màthair', 'The Forgotten', 'Between Two Worlds', 'Age of the Locust', 'Reflections upon Darkness']",GB,7ysRLnT3R3hhAeIP4jkLE0
653,Rannoch Moor,International,"Easton, Pennsylvania and Australia",Active,2012,2012-present,Blackened Folk Metal,,Unsigned/independent,"['Trollgasm / Rannoch Moor', 'The Pagan Highlands']",,
654,The Ransack,Portugal,"Barcelos, Braga",Active,2001,2001-present,Death Metal,"Death, Chaos",Raging Planet Records,"['Chaotic', 'The Ransack Promo 2004', 'Necropolis', 'Azrael', 'Vortex', 'Bloodline', 'Decadence']",PT,
655,Ransackers,Italy,"Rome, Lazio",Split-up,1980,1980-1985,"Hard Rock, Heavy Metal",,Unsigned/independent,"['Demo 1980', 'Demo 1982', 'Demo 1984', 'You’re Still a Dream']",IT,
656,Ransom,United States,"Portland, Oregon",Split-up,1984,1984-1989,"Heavy Metal, Hard Rock",,Unsigned/independent,[],US,
657,Ransom,United States,"Los Angeles, California",Unknown,,,"Speed, Thrash, Heavy Metal",,Unsigned/independent,[],US,
658,Rant666,Italy,"Viareggio (Lucca), Tuscany",Unknown,2003,2003-?,Black Metal,"Satanism, Perversion",Frozen Darkness Productions,"['The Misanthropic Way of Masturbation', 'Follow the Devil', 'Via Dolorosa / Rant 666', 'The Misanthropic Devil']",IT,
659,Rantai 86,Indonesia,"Tegal, Central Java",Active,2008,2008-present,Death Metal,,Unsigned/independent,['Eksekusi Provokasi'],ID,
660,Ranterío,Argentina,Buenos Aires,Active,2015,2015-present,Groove Metal,,Unsigned/independent,['Agonía'],AR,
661,Rantisi,Indonesia,"Cikampek, Karawang, West Java",Active,2012,2012-present,Brutal Death Metal,,Vandalism Records,['Promo 2021'],ID,
662,Ranz,Germany,North Rhine-Westphalia,Active,2020,2020-present,Black Metal,,Unsigned/independent,"['Ranz', 'Ranz / Kassogtha', 'Trümmer', 'Entweihung']",DE,7vvDAFSnDc9mTE5BtlAHtP
663,Ranz Böllner and the Heavy Metal Warriors,Germany,"Günzburg, Bavaria",Active,2009,2009-present,Heavy Metal,,Unsigned/independent,['Heavy Metal Warriors'],DE,
664,Rap's Death,Switzerland,,Unknown,,,Thrash Metal,,Unsigned/independent,['Natural Urge'],CH,
665,Rapaz,Argentina,Buenos Aires,Changed name,1994,"1994-1997, 1997-1998 (as Paranoia)",Heavy Metal,,Unsigned/independent,['Todo o nada'],AR,
666,Rapaz,Chile,"Osorno, Los Lagos",Active,2003,2003-present,Heavy Metal,,Unsigned/independent,"['Metal de este suelo', 'Represalia']",CL,2u23GU9ljtRffX0Df8eRaq
667,Rape,Türkiye,Istanbul,Active,2011,2011-present,Black Metal,"Anti-Islam, Anti-Religion, Chaos",Evilynx,"['R.A.P.E.', 'Blaspherape', 'Rapevomit']",,
668,Rape Festival,United States,"Orlando, Florida",Split-up,2008,2008-2009,Technical Brutal Death Metal,"Gore, Rape",Unsigned/independent,['Rape Festival'],US,
